Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"A. Al-Zoubi","Automatic mapping of MPEG-7 descriptions to relational database",2012,"International Arab Journal of Information Technology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=83255170986&origin=inward",2,"2024-06-25 18:20:43","Article","","1683-3198","https://api.elsevier.com/content/abstract/scopus_id/83255170986",9,6,,,0,0.00,0,1,12,"","",""
2,"M. Al-Zoubi","Querying relational MPEG-7 image database with MPEG query format",2011,"International Journal of Multimedia and Ubiquitous Engineering","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84856792044&origin=inward",1,"2024-06-25 18:20:43","Article","","1975-0080","https://api.elsevier.com/content/abstract/scopus_id/84856792044",6,4,29,44,2,0.15,2,1,13,"","",""
